recall_id,organization,product_name,issue,category,updated_at,data_received_at,issue_category
74465,Health Canada,Wooden Nesting Rings and Wooden Sparkle Nesting Rings,Entrapment hazard,Toys and games,2023-10-24,2023-11-14 03:12:49.171373,Consumer products
72155,Transport Canada,RV Trailer recalled by KEYSTONE,Structure,RV Trailer,2023-10-24,2023-11-14 03:12:49.171373,Vehicles
74197,Canadian Food Inspection Agency,Breakfast Sausages,Milk,Meat and poultry - Processed,2023-10-24,2023-11-14 03:12:49.171373,Food
74466,Health Canada,Potassium Chloride 15% w/v Concentrate for Solution for Infusion,"Packaging, Product safety, Supply",Drugs,2023-10-24,2023-11-14 03:12:49.171373,Health products
73730,Transport Canada,Truck - Med. & H.D. recalled by NAVISTAR,Lights And Instruments,Truck - Med. & H.D.,2023-10-24,2023-11-14 03:12:49.171373,Vehicles
73072,Transport Canada,RV Trailer recalled by KEYSTONE,Fuel Supply,RV Trailer,2023-10-24,2023-11-14 03:12:49.171373,Vehicles
64788,Transport Canada,RV Trailer recalled by KEYSTONE,Accessories,RV Trailer,2023-10-24,2023-11-14 03:12:49.171373,Vehicles
66167,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,Truck - Med. & H.D.,2023-10-23,2023-11-14 03:12:49.171373,Vehicles
74395,Transport Canada,A.T.V. recalled by POLARIS,Brakes,A.T.V.,2023-10-23,2023-11-14 03:12:49.171373,Vehicles
73885,Transport Canada,Snowmobile recalled by POLARIS,Powertrain,Snowmobile,2023-10-23,2023-11-14 03:12:49.171373,Vehicles
74449,Health Canada,"""Salt Eraser"" salt stain remover",Labelling and packaging,Chemicals,2023-10-23,2023-11-14 03:12:49.171373,Consumer products
74464,Health Canada,Perichlor Without Alcohol,Product quality,Drugs,2023-10-23,2023-11-14 03:12:49.171373,Health products
74420,Transport Canada,Restricted-Use Vehicle recalled by POLARIS,Electrical,Restricted-Use Vehicle,2023-10-23,2023-11-14 03:12:49.171373,Vehicles
74457,Transport Canada,Light Truck & Van recalled by FORD,Heater And Defroster,Light Truck & Van,2023-10-20,2023-11-14 03:12:49.171373,Vehicles
74461,Transport Canada,Bus recalled by PROTERRA,Powertrain,Bus,2023-10-20,2023-11-14 03:12:49.171373,Vehicles
74453,Health Canada,Cabela's Quick Access Safe with biometric lock and Cabela's 4 Gun Safe with biometric lock,Injury hazard,Household items,2023-10-20,2023-11-14 03:12:49.171373,Consumer products
74462,Transport Canada,Car recalled by BMW,Electrical,Car,2023-10-20,2023-11-14 03:12:49.171373,Vehicles
73773,Transport Canada,SUV recalled by JAGUAR,Electrical,SUV,2023-10-20,2023-11-14 03:12:49.171373,Vehicles
74460,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Lights And Instruments,SUV,2023-10-20,2023-11-14 03:12:49.171373,Vehicles
74459,Transport Canada,SUV recalled by FORD,Visual System,SUV,2023-10-20,2023-11-14 03:12:49.171373,Vehicles
74458,Transport Canada,SUV recalled by KIA,Structure,SUV,2023-10-20,2023-11-14 03:12:49.171373,Vehicles
74053,Transport Canada,Light Truck & Van recalled by FORD,Brakes,Light Truck & Van,2023-10-19,2023-11-14 03:12:49.171373,Vehicles
74455,Transport Canada,SUV recalled by FORD,Electrical,SUV,2023-10-19,2023-11-14 03:12:49.171373,Vehicles
74456,Transport Canada,Motorhome recalled by NEWMAR,Visual System,Motorhome,2023-10-19,2023-11-14 03:12:49.171373,Vehicles
74440,Health Canada,Vasoview 6 Pro (VV6) - Endoscopic Vessel Harvesting System,Labelling and packaging,Medical devices - General and plastic surgery,2023-10-19,2023-11-14 03:12:49.171373,Health products
74441,Health Canada,"Cios Spin, Cios Flow, and Cios Alpha",Performance issue,Medical devices - Radiology,2023-10-19,2023-11-14 03:12:49.171373,Health products
74450,Health Canada,Compress Anchor Plug,Performance issue,Medical devices - Orthopaedics,2023-10-19,2023-11-14 03:12:49.171373,Health products
74451,Health Canada,EPIQ Diagnostic Ultrasound System,Performance issue,Medical devices - Radiology,2023-10-19,2023-11-14 03:12:49.171373,Health products
74438,Health Canada,Thomas & Friends™ Wooden Railway Troublesome Truck & Crates™ and Thomas & Friends™ Wooden Railway Troublesome Truck & Paint™,Ingestion hazard,Toys and games,2023-10-19,2023-11-14 03:12:49.171373,Consumer products
74452,Canadian Food Inspection Agency,Buffalo Chicken Meatballs,Soy,Meat and poultry,2023-10-19,2023-11-14 03:12:49.171373,Food
74442,Health Canada,Skytron Freedom Boom,Performance issue,Medical devices - General and plastic surgery,2023-10-18,2023-11-14 03:12:49.171373,Health products
74418,Transport Canada,Bus recalled by DAIMLER TRUCK NORTH AMERICA,Structure,Bus,2023-10-18,2023-11-14 03:12:49.171373,Vehicles
74419,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Structure,School Bus,2023-10-18,2023-11-14 03:12:49.171373,Vehicles
74434,Health Canada,Ingenia Ambition X,Performance issue,Medical devices - Radiology,2023-10-18,2023-11-14 03:12:49.171373,Health products
74439,Health Canada,Exalt Model D Single-Use Duodenoscope,Performance issue,Medical devices - Gastroenterology & Urology,2023-10-18,2023-11-14 03:12:49.171373,Health products
74431,Health Canada,Battery pack within certain eufy RoboVac X8 Hybrid Vacuums and certain eufy Replacement Battery packs,Fire hazard,Electronics,2023-10-18,2023-11-14 03:12:49.171373,Consumer products
74445,Transport Canada,SUV recalled by GENERAL MOTORS,Other,SUV,2023-10-17,2023-11-14 03:12:49.171373,Vehicles
74444,Transport Canada,Tire recalled by CONTINENTAL TIRE,Tires,Tire,2023-10-17,2023-11-14 03:12:49.171373,Vehicles
74432,Health Canada,Stealthstation S8 Application,Performance issue,Medical devices - Neurology,2023-10-17,2023-11-14 03:12:49.171373,Health products
74433,Health Canada,Emblem S-ICD Pulse Generator and Emblem MRI S-ICD Pulse Generator,Performance issue,Medical devices - Cardiovascular,2023-10-17,2023-11-14 03:12:49.171373,Health products
64776,Transport Canada,SUV recalled by FORD,Electrical,SUV,2023-10-17,2023-11-14 03:12:49.171373,Vehicles
74443,Transport Canada,SUV recalled by TESLA,Lights And Instruments,SUV,2023-10-17,2023-11-14 03:12:49.171373,Vehicles
74446,Transport Canada,SUV recalled by GENERAL MOTORS,Structure,SUV,2023-10-17,2023-11-14 03:12:49.171373,Vehicles
74447,Transport Canada,RV Trailer recalled by BRINKLEY RV,Electrical,RV Trailer,2023-10-17,2023-11-14 03:12:49.171373,Vehicles
74448,Transport Canada,Truck - Med. & H.D. recalled by GENERAL MOTORS,Airbag,Truck - Med. & H.D.,2023-10-17,2023-11-14 03:12:49.171373,Vehicles
74435,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Steering,Truck - Med. & H.D.,2023-10-16,2023-11-14 03:12:49.171373,Vehicles
74427,Health Canada,Versacross Connect LAAC Access Solution,Performance issue,Medical devices - Cardiovascular,2023-10-16,2023-11-14 03:12:49.171373,Health products
74426,Health Canada,Alinity C Iron Reagent Kit,Performance issue,Medical devices - Chemistry,2023-10-16,2023-11-14 03:12:49.171373,Health products
74425,Health Canada,Olympus Endoscopes,Performance issue,"Medical devices - Anaesthesiology, Health products - Medical devices - Ear, nose and throat, Health products - Medical devices - Gastroenterology & Urology, Health products - Medical devices - General and plastic surgery, Health products - Medical devices - Obstetrics and gynaecology",2023-10-16,2023-11-14 03:12:49.171373,Health products
74428,Health Canada,Jamp-Rehydralyte,Product quality,Natural health products,2023-10-16,2023-11-14 03:12:49.171373,Health products
74429,Health Canada,"ION Sinus Support Nasal Spray, ION Sinus, Restore Sinus Spray",Contamination,Natural health products,2023-10-16,2023-11-14 03:12:49.171373,Health products
74436,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Steering,Truck - Med. & H.D.,2023-10-16,2023-11-14 03:12:49.171373,Vehicles
64669,Transport Canada,Equipment recalled by CUMMINS,Electrical,Equipment,2023-10-16,2023-11-14 03:12:49.171373,Vehicles
74357,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Lights And Instruments,SUV,2023-10-16,2023-11-14 03:12:49.171373,Vehicles
74328,Transport Canada,SUV recalled by FORD,Electrical,SUV,2023-10-16,2023-11-14 03:12:49.171373,Vehicles
74274,Transport Canada,Tire recalled by YOKOHAMA,Tires,Tire,2023-10-16,2023-11-14 03:12:49.171373,Vehicles
64647,Transport Canada,Equipment recalled by ALTEC INDUSTRIES,Electrical,Equipment,2023-10-16,2023-11-14 03:12:49.171373,Vehicles
73511,Transport Canada,Equipment recalled by ALTEC INDUSTRIES,Structure,Equipment,2023-10-16,2023-11-14 03:12:49.171373,Vehicles
65441,Transport Canada,Motorhome recalled by REV RECREATION GROUP,Structure,Motorhome,2023-10-16,2023-11-14 03:12:49.171373,Vehicles
74437,Canadian Food Inspection Agency,Fermented Vegan Proteins+ Peanut Butter Chocolate Bar,Non harmful (quality or spoilage),"Candy, confectionary, snacks and sweeteners",2023-10-16,2023-11-14 03:12:49.171373,Food
64916,Transport Canada,SUV recalled by LAND ROVER,Seats And Restraints,SUV,2023-10-16,2023-11-14 03:12:49.171373,Vehicles
64726,Transport Canada,Equipment recalled by ALTEC INDUSTRIES,Electrical,Equipment,2023-10-16,2023-11-14 03:12:49.171373,Vehicles
74180,Transport Canada,Truck - Med. & H.D. recalled by ISUZU,Electrical,Truck - Med. & H.D.,2023-10-16,2023-11-14 03:12:49.171373,Vehicles
74414,Health Canada,Bubble Angel Kettle Cleaner or Awapukurin Pot Cleaning Agent,Labelling and packaging,Chemicals,2023-10-16,2023-11-14 03:12:49.171373,Consumer products
74415,Health Canada,Staysafe Disinfection Cap,"Labelling and packaging, Performance issue",Medical devices - Gastroenterology & Urology,2023-10-13,2023-11-14 03:12:49.171373,Health products
74417,Transport Canada,Motorhome recalled by JAYCO,Structure,Motorhome,2023-10-13,2023-11-14 03:12:49.171373,Vehicles
74416,Health Canada,Cardiohelp-I,Performance issue,Medical devices - Gastroenterology & Urology,2023-10-13,2023-11-14 03:12:49.171373,Health products
74413,Health Canada,Astral Ventilators,Performance issue,Medical devices - Anaesthesiology,2023-10-13,2023-11-14 03:12:49.171373,Health products
74333,Canadian Food Inspection Agency,Tahina,Salmonella,"Nuts, grains, and seeds",2023-10-13,2023-11-14 03:12:49.171373,Food
74422,Transport Canada,SUV recalled by FORD,Powertrain,SUV,2023-10-13,2023-11-14 03:12:49.171373,Vehicles
74421,Transport Canada,Car recalled by MERCEDES-BENZ,Electrical,Car,2023-10-13,2023-11-14 03:12:49.171373,Vehicles
74423,Transport Canada,Heavy Trailer recalled by TRAIL KING,Suspension,Heavy Trailer,2023-10-13,2023-11-14 03:12:49.171373,Vehicles
74412,Health Canada,Revive 7 Revitalizing Lash & Brow Serums,Unauthorized product,Drugs,2023-10-12,2023-11-14 03:12:49.171373,Health products
74403,Health Canada,Little Sleepies Sleepyhead Loveys and Bandana Bibs,Choking hazard,Clothing and accessories,2023-10-12,2023-11-14 03:12:49.171373,Consumer products
65106,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Tires,Light Truck & Van,2023-10-12,2023-11-14 03:12:49.171373,Vehicles
65451,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Airbag,Light Truck & Van,2023-10-12,2023-11-14 03:12:49.171373,Vehicles
72147,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Electrical,Light Truck & Van,2023-10-12,2023-11-14 03:12:49.171373,Vehicles
74411,Health Canada,RAPIDPoint® 500e Blood Gas System,Performance issue,Medical devices - Chemistry,2023-10-12,2023-11-14 03:12:49.171373,Health products
74406,Health Canada,Convertible House Bed Frames and Montessori Floor Beds by Zipadee Kids,Entrapment hazard,Household items - Furniture and furnishings,2023-10-12,2023-11-14 03:12:49.171373,Consumer products
65301,Transport Canada,RV Trailer recalled by KEYSTONE,Accessories,RV Trailer,2023-10-11,2023-11-14 03:12:49.171373,Vehicles
66304,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Lights And Instruments,Truck - Med. & H.D.,2023-10-11,2023-11-14 03:12:49.171373,Vehicles
74348,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,SUV,2023-10-11,2023-11-14 03:12:49.171373,Vehicles
74407,Health Canada,DRX-Revolution Mobile X-Ray System,Performance issue,"Medical devices - General hospital and personal use, Health products - Medical devices - Radiology",2023-10-11,2023-11-14 03:12:49.171373,Health products
74409,Health Canada,Advanta V12,Performance issue,Medical devices - Cardiovascular,2023-10-11,2023-11-14 03:12:49.171373,Health products
74410,Health Canada,"Kangaroo Connect Enteral Feeding Set, 1000 Ml Bag, Feed Only, Non-Sterile",Performance issue,Medical devices - Gastroenterology & Urology,2023-10-11,2023-11-14 03:12:49.171373,Health products
73760,Health Canada,6507 Power Pro 2,Performance issue,Medical devices - General hospital and personal use,2023-10-11,2023-11-14 03:12:49.171373,Health products
66404,Transport Canada,Equipment recalled by VERMEER,Wheels,Equipment,2023-10-11,2023-11-14 03:12:49.171373,Vehicles
74401,Health Canada,Chateau Ivory Burlap Curtain Valance with Ties,Strangulation hazard,Household items,2023-10-11,2023-11-14 03:12:49.171373,Consumer products
72032,Transport Canada,Motorhome recalled by REV RECREATION GROUP,Other,Motorhome,2023-10-11,2023-11-14 03:12:49.171373,Vehicles
74400,Health Canada,Evis Exera III Duodenovideoscope,Sterility Issue,Medical devices - Gastroenterology & Urology,2023-10-10,2023-11-14 03:12:49.171373,Health products
74402,Health Canada,CombiDiagnost R90,Performance issue,Medical devices - Radiology,2023-10-10,2023-11-14 03:12:49.171373,Health products
74404,Health Canada,DRX-Revolution Mobile X-Ray System,Performance issue,Medical devices - Radiology,2023-10-10,2023-11-14 03:12:49.171373,Health products
65757,Transport Canada,Heavy Trailer recalled by TRAIL KING,Structure,Heavy Trailer,2023-10-10,2023-11-14 03:12:49.171373,Vehicles
74399,Canadian Food Inspection Agency,Young Turkey with giblets,Non harmful (quality or spoilage),Meat and poultry,2023-10-07,2023-11-14 03:12:49.171373,Food
73103,Health Canada,Various unauthorized health products promoted for lightening skin or treating skin conditions (such as eczema or psoriasis),Unauthorized product,Drugs,2023-10-06,2023-11-14 03:12:49.171373,Health products
74234,Health Canada,Losoya Top Down Bottom Up (TDBU) Cordless Light Filtering Cellular Pleated Shade,Strangulation hazard,Household items,2023-10-06,2023-11-14 03:12:49.171373,Consumer products
74386,Health Canada,Various Mountain Equipment Company (MEC) Youth Jackets,Entanglement hazard,Clothing and accessories - Clothing,2023-10-06,2023-11-14 03:12:49.171373,Consumer products
74388,Health Canada,Honda Lawnmowers Model numbers HRN216 and HRX217K6,Injury hazard,Outdoor living,2023-10-06,2023-11-14 03:12:49.171373,Consumer products
74391,Health Canada,Various unauthorized health products known as “poppers”,Unauthorized product,,2023-10-06,2023-11-14 03:12:49.171373,Health products
74393,Health Canada,Tiliacalm Kids,Labelling,Natural health products,2023-10-06,2023-11-14 03:12:49.171373,Health products
74405,Canadian Food Inspection Agency,Oatmeal Cranberry White Chocolate Cookie,Extraneous Material,"Candy, confectionary, snacks and sweeteners",2023-10-06,2023-11-14 03:12:49.171373,Food
74390,Health Canada,"Port North Lemon Z Rosin - Strain Specific Full Spectrum Solventless Soft Chews, Lot 0Z-03-08-07",Microbial contamination,Cannabis,2023-10-06,2023-11-14 03:12:49.171373,Consumer products
74389,Health Canada,"0.4% Lidocaine & 5% Dextrose Injection, 0.9% Sodium Chloride Injection, USP, Lactated Ringer’s Injection, USP, and Metronidazole Injection, USP","Product quality, Product safety",,2023-10-06,2023-11-14 03:12:49.171373,Health products
74397,Transport Canada,Motorhome recalled by FOREST RIVER,Seats And Restraints,Motorhome,2023-10-05,2023-11-14 03:12:49.171373,Vehicles
74379,Health Canada,Russound MCA-88 Multizone Controller Amplifier,Fire hazard,Electronics,2023-10-05,2023-11-14 03:12:49.171373,Consumer products
74396,Transport Canada,SUV recalled by NISSAN,Powertrain,SUV,2023-10-05,2023-11-14 03:12:49.171373,Vehicles
74394,Transport Canada,Restricted-Use Vehicle recalled by POLARIS,Fuel Supply,Restricted-Use Vehicle,2023-10-05,2023-11-14 03:12:49.171373,Vehicles
74038,Transport Canada,Snowmobile recalled by POLARIS,Powertrain,Snowmobile,2023-10-05,2023-11-14 03:12:49.171373,Vehicles
72248,Transport Canada,Restricted-Use Vehicle recalled by TEXTRON,Electrical,Restricted-Use Vehicle,2023-10-05,2023-11-14 03:12:49.171373,Vehicles
64967,Transport Canada,Light Truck & Van recalled by FORD,Visual System,Light Truck & Van,2023-10-04,2023-11-14 03:12:49.171373,Vehicles
72264,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,Truck - Med. & H.D.,2023-10-04,2023-11-14 03:12:49.171373,Vehicles
72955,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,Truck - Med. & H.D.,2023-10-04,2023-11-14 03:12:49.171373,Vehicles
74200,Transport Canada,A.T.V. recalled by POLARIS,Seats And Restraints,A.T.V.,2023-10-04,2023-11-14 03:12:49.171373,Vehicles
74236,Transport Canada,Car recalled by KIA,Structure,Car,2023-10-04,2023-11-14 03:12:49.171373,Vehicles
74384,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Brakes,Truck - Med. & H.D.,2023-10-04,2023-11-14 03:12:49.171373,Vehicles
74380,Canadian Food Inspection Agency,Buffalo Chicken Meatballs,Soy,Meat and poultry - Frozen,2023-10-04,2023-11-14 03:12:49.171373,Food
74378,Health Canada,George Brand Sleepers,"Choking hazard, Ingestion hazard",Clothing and accessories,2023-10-04,2023-11-14 03:12:49.171373,Consumer products
74375,Health Canada,"Divvy Nebula II CBD 510 Vape Cartridge cannabis extract for inhalation, Lot 5214-1",Labelling and packaging,Cannabis,2023-10-04,2023-11-14 03:12:49.171373,Consumer products
