recall_id,organization,product_name,issue,category,updated_at,data_received_at
74483,Transport Canada,Motorhome recalled by FOREST RIVER,Suspension,Vehicles - Motorhome,2023-10-25,2023-11-14 03:12:49.171373
64689,Transport Canada,Truck - Med. & H.D. recalled by EMERGENCY ONE,Electrical,Vehicles - Truck - Med. & H.D.,2023-10-25,2023-11-14 03:12:49.171373
72391,Transport Canada,Motorcycle recalled by KTM,Electrical,Vehicles - Motorcycle,2023-10-25,2023-11-14 03:12:49.171373
72292,Transport Canada,Truck - Med. & H.D. recalled by EMERGENCY ONE,Other,Vehicles - Truck - Med. & H.D.,2023-10-25,2023-11-14 03:12:49.171373
72043,Transport Canada,Competition Vehicle recalled by KTM,Engine,Vehicles - Competition Vehicle,2023-10-25,2023-11-14 03:12:49.171373
65003,Transport Canada,Truck - Med. & H.D. recalled by EMERGENCY ONE,Powertrain,Vehicles - Truck - Med. & H.D.,2023-10-25,2023-11-14 03:12:49.171373
64813,Transport Canada,Truck - Med. & H.D. recalled by EMERGENCY ONE,Electrical,Vehicles - Truck - Med. & H.D.,2023-10-25,2023-11-14 03:12:49.171373
74414,Health Canada,Bubble Angel Kettle Cleaner or Awapukurin Pot Cleaning Agent,Labelling and packaging,Consumer products - Chemicals,2023-10-16,2023-11-14 03:12:49.171373
74476,Canadian Food Inspection Agency,"""Champignon Énoki"" (Enoki Mushrooms)",Listeria,Food - Fruits and vegetables - Fresh,2023-10-25,2023-11-14 03:12:49.171373
64657,Transport Canada,Bus recalled by BLUE BIRD,Fuel Supply,Vehicles - Bus,2023-10-24,2023-11-14 03:12:49.171373
64658,Transport Canada,School Bus recalled by BLUE BIRD,Fuel Supply,Vehicles - School Bus,2023-10-24,2023-11-14 03:12:49.171373
64712,Transport Canada,Motor Tricycle recalled by BOMBARDIER RECREATIONAL PRODUCTS,Steering,Vehicles - Motor Tricycle,2023-10-24,2023-11-14 03:12:49.171373
64762,Transport Canada,School Bus recalled by BLUE BIRD,Brakes,Vehicles - School Bus,2023-10-24,2023-11-14 03:12:49.171373
64788,Transport Canada,RV Trailer recalled by KEYSTONE,Accessories,Vehicles - RV Trailer,2023-10-24,2023-11-14 03:12:49.171373
64863,Transport Canada,Bus recalled by BLUE BIRD,Fuel Supply,Vehicles - Bus,2023-10-24,2023-11-14 03:12:49.171373
64879,Transport Canada,RV Trailer recalled by KEYSTONE,Accessories,Vehicles - RV Trailer,2023-10-24,2023-11-14 03:12:49.171373
65166,Transport Canada,Equipment recalled by CUMMINS,Electrical,Vehicles - Equipment,2023-10-24,2023-11-14 03:12:49.171373
72155,Transport Canada,RV Trailer recalled by KEYSTONE,Structure,Vehicles - RV Trailer,2023-10-24,2023-11-14 03:12:49.171373
73072,Transport Canada,RV Trailer recalled by KEYSTONE,Fuel Supply,Vehicles - RV Trailer,2023-10-24,2023-11-14 03:12:49.171373
73730,Transport Canada,Truck - Med. & H.D. recalled by NAVISTAR,Lights And Instruments,Vehicles - Truck - Med. & H.D.,2023-10-24,2023-11-14 03:12:49.171373
73775,Transport Canada,RV Trailer recalled by KEYSTONE,Structure,Vehicles - RV Trailer,2023-10-24,2023-11-14 03:12:49.171373
74354,Transport Canada,Car recalled by KIA,Fuel Supply,Vehicles - Car,2023-10-24,2023-11-14 03:12:49.171373
74474,Health Canada,Semintra,Product quality,Health products - Veterinary drugs,2023-10-25,2023-11-14 03:12:49.171373
74473,Health Canada,Unauthorized health products labelled to contain medicinal drugs,"Product safety, Unauthorized product",Health products,2023-10-25,2023-11-14 03:12:49.171373
74468,Health Canada,Various Will & You Children’s Outerwear Tops,Entanglement hazard,Consumer products - Clothing and accessories - Clothing,2023-10-25,2023-11-14 03:12:49.171373
74475,Canadian Food Inspection Agency,Lac St-Jean Tourtiere,Sulphites,Food - Multiple food items,2023-10-24,2023-11-14 03:12:49.171373
74465,Health Canada,Wooden Nesting Rings and Wooden Sparkle Nesting Rings,Entrapment hazard,Consumer products - Toys and games,2023-10-24,2023-11-14 03:12:49.171373
66167,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,Vehicles - Truck - Med. & H.D.,2023-10-23,2023-11-14 03:12:49.171373
74395,Transport Canada,A.T.V. recalled by POLARIS,Brakes,Vehicles - A.T.V.,2023-10-23,2023-11-14 03:12:49.171373
73885,Transport Canada,Snowmobile recalled by POLARIS,Powertrain,Vehicles - Snowmobile,2023-10-23,2023-11-14 03:12:49.171373
74449,Health Canada,"""Salt Eraser"" salt stain remover",Labelling and packaging,Consumer products - Chemicals,2023-10-23,2023-11-14 03:12:49.171373
74420,Transport Canada,Restricted-Use Vehicle recalled by POLARIS,Electrical,Vehicles - Restricted-Use Vehicle,2023-10-23,2023-11-14 03:12:49.171373
74453,Health Canada,Cabela's Quick Access Safe with biometric lock and Cabela's 4 Gun Safe with biometric lock,Injury hazard,Consumer products - Household items,2023-10-20,2023-11-14 03:12:49.171373
74438,Health Canada,Thomas & Friends™ Wooden Railway Troublesome Truck & Crates™ and Thomas & Friends™ Wooden Railway Troublesome Truck & Paint™,Ingestion hazard,Consumer products - Toys and games,2023-10-19,2023-11-14 03:12:49.171373
74431,Health Canada,Battery pack within certain eufy RoboVac X8 Hybrid Vacuums and certain eufy Replacement Battery packs,Fire hazard,Consumer products - Electronics,2023-10-18,2023-11-14 03:12:49.171373
74403,Health Canada,Little Sleepies Sleepyhead Loveys and Bandana Bibs,Choking hazard,Consumer products - Clothing and accessories,2023-10-12,2023-11-14 03:12:49.171373
74401,Health Canada,Chateau Ivory Burlap Curtain Valance with Ties,Strangulation hazard,Consumer products - Household items,2023-10-11,2023-11-14 03:12:49.171373
74234,Health Canada,Losoya Top Down Bottom Up (TDBU) Cordless Light Filtering Cellular Pleated Shade,Strangulation hazard,Consumer products - Household items,2023-10-06,2023-11-14 03:12:49.171373
74388,Health Canada,Honda Lawnmowers Model numbers HRN216 and HRX217K6,Injury hazard,Consumer products - Outdoor living,2023-10-06,2023-11-14 03:12:49.171373
74386,Health Canada,Various Mountain Equipment Company (MEC) Youth Jackets,Entanglement hazard,Consumer products - Clothing and accessories - Clothing,2023-10-06,2023-11-14 03:12:49.171373
74379,Health Canada,Russound MCA-88 Multizone Controller Amplifier,Fire hazard,Consumer products - Electronics,2023-10-05,2023-11-14 03:12:49.171373
74378,Health Canada,George Brand Sleepers,"Choking hazard, Ingestion hazard",Consumer products - Clothing and accessories,2023-10-04,2023-11-14 03:12:49.171373
74376,Health Canada,Powerful magnets Be Amazing! – Magnetic Marvels,Ingestion hazard,Consumer products - Toys and games,2023-10-03,2023-11-14 03:12:49.171373
74361,Health Canada,HUF Logo Youth Hooded Fleece,Strangulation hazard,Consumer products - Clothing and accessories - Clothing,2023-10-03,2023-11-14 03:12:49.171373
74373,Health Canada,Krylon Super Quick Grip Spray Adhesive and Krylon Workable Fixatif,Labelling and packaging,Consumer products - Chemicals,2023-10-03,2023-11-14 03:12:49.171373
74352,Health Canada,Flikrfire Round Personal Fireplace and Flikrfire Square Personal Fireplace,Labelling and packaging,Consumer products - Chemicals,2023-09-28,2023-11-14 03:12:49.171373
74349,Health Canada,STAX Insane Magnetic Building Blocks by On Trend Goods.,Ingestion hazard,Consumer products - Toys and games,2023-09-27,2023-11-14 03:12:49.171373
74335,Health Canada,Emporia’s North America Smart Plugs,Electrical hazard,Consumer products - Electronics,2023-09-26,2023-11-14 03:12:49.171373
74321,Health Canada,EPOARTIST Epoxy Resin Kit,Labelling and packaging,Consumer products - Chemicals,2023-09-25,2023-11-14 03:12:49.171373
74324,Health Canada,Honda EU7000is Portable Generators,Fire hazard,Consumer products - Appliances,2023-09-25,2023-11-14 03:12:49.171373
74334,Health Canada,Latex-Free Magnetic Re-usable Water Balloons,Ingestion hazard,Consumer products - Toys and games,2023-09-25,2023-11-14 03:12:49.171373
74323,Health Canada,Ultra High Strength Magnets,Ingestion hazard,Consumer products - Toys and games,2023-09-22,2023-11-14 03:12:49.171373
74322,Health Canada,Mountain Equipment Company (MEC) Tremblant Youth Jacket,Entanglement hazard,Consumer products - Clothing and accessories,2023-09-22,2023-11-14 03:12:49.171373
74316,Health Canada,X-Lite Multi-Purpose Lighter,"Burn hazard, Fire hazard",Consumer products - Household items,2023-09-22,2023-11-14 03:12:49.171373
74319,Health Canada,Metaflux 70-81 Titanium Spray in aerosol,Flammability hazard,Consumer products - Chemicals,2023-09-21,2023-11-14 03:12:49.171373
74311,Health Canada,Pre-July 2019 Shimano 11-Speed Bonded Hollowtech II Road Cranksets,Crash hazard,Consumer products - Sports and fitness,2023-09-21,2023-11-14 03:12:49.171373
74306,Health Canada,DR Power Equipment Chipper Shredders,Laceration hazard,Consumer products - Other,2023-09-21,2023-11-14 03:12:49.171373
74304,Health Canada,Various Rainbow Road Board Books,Choking hazard,Consumer products - Toys and games,2023-09-21,2023-11-14 03:12:49.171373
74305,Health Canada,ZDZBLX Magnets,Ingestion hazard,Consumer products - Toys and games,2023-09-19,2023-11-14 03:12:49.171373
74303,Health Canada,CUPKIN Double-Walled Stainless Steel Children's Cups,Chemical hazard,Consumer products - Household items,2023-09-18,2023-11-14 03:12:49.171373
74272,Health Canada,Various Chemical Guys brand chemical products in pressurized containers,Labelling and packaging,Consumer products - Chemicals,2023-09-15,2023-11-14 03:12:49.171373
74271,Health Canada,Netic Pen - The Transformable Magnetic Pen,Ingestion hazard,Consumer products - Toys and games,2023-09-15,2023-11-14 03:12:49.171373
74259,Health Canada,Outdoor Home Collection 3-Piece and 5-Piece Tan Bistro Sets,Consumer products,Consumer products - Household items,2023-09-15,2023-11-14 03:12:49.171373
73563,Health Canada,3-in-1 LEA Baby Luna – White and natural cribs,"Entrapment hazard, Injury hazard",Consumer products - Household items,2023-09-15,2023-11-14 03:12:49.171373
74262,Health Canada,Magnetic Dart Board,Ingestion hazard,Consumer products - Toys and games,2023-09-14,2023-11-14 03:12:49.171373
74269,Health Canada,Generac Portable Generators,"Burn hazard, Fire hazard",Consumer products - Other,2023-09-14,2023-11-14 03:12:49.171373
72565,Health Canada,IKEA LETTAN Mirror,Injury hazard,Consumer products - Household items - Furniture and furnishings,2023-09-13,2023-11-14 03:12:49.171373
74261,Health Canada,JDiction Epoxy Resin,Labelling and packaging,Consumer products - Chemicals,2023-09-12,2023-11-14 03:12:49.171373
74104,Health Canada,Assorted Joe Fresh Hair Elastic and Jewellery Products,Laceration hazard,Consumer products - Jewellery,2023-09-11,2023-11-14 03:12:49.171373
74245,Health Canada,SUBEA Easybreath children's snorkel mask,Drowning hazard,Consumer products - Sports and fitness,2023-09-08,2023-11-14 03:12:49.171373
74170,Health Canada,Certain Pirelli 28-622 P ZERO TM Race TLR bicycle tires,Fall hazard,Consumer products - Sports and fitness,2023-09-07,2023-11-14 03:12:49.171373
74235,Health Canada,Big Game Hunters and Garden Games Sandford Croquet Set,Chemical hazard,Consumer products - Toys and games,2023-09-01,2023-11-14 03:12:49.171373
74228,Health Canada,Boon Flair & Flair Elite High Chair,Fall hazard,Consumer products - Specialized products,2023-08-31,2023-11-14 03:12:49.171373
74227,Health Canada,Prime-Line Defender Security Glass Knobs,Laceration hazard,Consumer products - Household items,2023-08-31,2023-11-14 03:12:49.171373
74171,Health Canada,Soja & Co. Ambiance Spray,Labelling and packaging,Consumer products - Chemicals,2023-08-29,2023-11-14 03:12:49.171373
74208,Health Canada,Daylogic Dry Shampoo Original,Labelling and packaging,Consumer products - Beauty and personal care,2023-08-28,2023-11-14 03:12:49.171373
74076,Transport Canada,Car recalled by KIA,Powertrain,"Vehicles - Car, Vehicles - SUV",2023-08-25,2023-11-14 03:12:49.171373
74169,Health Canada,Rathburn Venetian Accent Mirror,Laceration hazard,Consumer products - Household items,2023-08-24,2023-11-14 03:12:49.171373
74165,Health Canada,"Mastercraft, Profusion Heat, Prestige and Matrix Portable Garage Heaters","Burn hazard, Fire hazard",Consumer products - Household items,2023-08-24,2023-11-14 03:12:49.171373
73992,Health Canada,Aiper Elite Pro GS100 robotic swimming pool vacuum cleaner,Fire hazard,Consumer products - Electronics,2023-08-24,2023-11-14 03:12:49.171373
74144,Health Canada,Simplay3 Toddler Towers,"Fall hazard, Injury hazard",Consumer products - Household items,2023-08-17,2023-11-14 03:12:49.171373
74067,Health Canada,Big Game Hunters and Garden Games Junior Cricket sets,Chemical hazard,Consumer products - Toys and games,2023-08-14,2023-11-14 03:12:49.171373
74086,Health Canada,All HOME FRAGRANCE reed diffusers,Labelling and packaging,Consumer products - Chemicals,2023-08-14,2023-11-14 03:12:49.171373
74106,Health Canada,Philips Avent Digital Video Baby Monitor,Fire hazard,Consumer products - Electronics,2023-08-14,2023-11-14 03:12:49.171373
73935,Health Canada,"The Children's Place Baby and Toddler Boy Basic Stretch Straight Jeans, in Dustbowl Wash, Style #3022341, Vendor #7000541. Sizes 6-9M up to 5T",Choking hazard,Consumer products - Clothing and accessories - Clothing,2023-08-10,2023-11-14 03:12:49.171373
74084,Health Canada,Cantu Shea Butter Oil Sheen Deep Conditioning Spray,Labelling and packaging,Consumer products - Beauty and personal care,2023-08-10,2023-11-14 03:12:49.171373
74061,Health Canada,Walker Edison Twin Over Twin Bunk Beds,Fall hazard,Consumer products - Household items,2023-08-08,2023-11-14 03:12:49.171373
74037,Health Canada,Amana Packaged Terminal Air Conditioners/Heat Pumps (PTACs) equipped with “DigiAir” modules,"Burn hazard, Fire hazard",Consumer products - Appliances,2023-08-03,2023-11-14 03:12:49.171373
73996,Health Canada,"Ubio Labs 10,000mAh Portable Chargers",Fire hazard,Consumer products - Electronics,2023-08-03,2023-11-14 03:12:49.171373
73937,Health Canada,"“Yes To” brand tomatoes charcoal detoxifying daily cleanser, grapefruit daily facial scrub, and tomatoes detoxifying charcoal deep cleansing scrubs",Chemical hazard,Consumer products - Beauty and personal care,2023-08-03,2023-11-14 03:12:49.171373
74004,Health Canada,Danby Space Heater 1500 Watt (11”),Fire hazard,Consumer products - Appliances,2023-08-01,2023-11-14 03:12:49.171373
74012,Health Canada,Hurtle Multi-Purpose Helmet,Injury hazard,Consumer products - Sports and fitness,2023-07-28,2023-11-14 03:12:49.171373
73990,Health Canada,Be Teens Kawaii Jewellery,Chemical hazard,Consumer products - Jewellery,2023-07-25,2023-11-14 03:12:49.171373
73991,Health Canada,Be Teens Unicorn Jewellery,Chemical hazard,Consumer products - Jewellery,2023-07-25,2023-11-14 03:12:49.171373
73896,Health Canada,Elmer’s® Spray Adhesive & Elmer’s® Craftbond Multi-Purpose Spray Adhesive,Labelling and packaging,Consumer products - Chemicals,2023-06-28,2023-11-14 03:12:49.171373
73853,Health Canada,Steam Humidifiers,Fire hazard,Consumer products - Electronics,2023-06-21,2023-11-14 03:12:49.171373
73527,Health Canada,"Spinach Kiwi Lime Punch pre-rolled joints dried cannabis, Lot 009239",Labelling and packaging,Consumer products - Cannabis,2023-04-18,2023-11-14 03:12:49.171373
73526,Health Canada,"Harts Charlottes Angel dried cannabis pre-rolls, Lot B22058PR",Labelling and packaging,Consumer products - Cannabis,2023-04-18,2023-11-14 03:12:49.171373
73406,Health Canada,"Original Fraser Valley Weed Co. B.C. Sour Kush dried cannabis, lots 03984 and 03985",Labelling and packaging,Consumer products - Cannabis,2023-03-30,2023-11-14 03:12:49.171373
64538,Health Canada,IKEA TRIPPEVALS and HOPPVALS Cellular Blinds,Choking hazard,Consumer products - Household items,2022-09-06,2023-11-14 03:12:49.171373
64096,Health Canada,Insignia Air Fryers and Air Fryer Oven,Fire hazard,"Consumer products - Appliances, Consumer products - Electronics",2022-04-21,2023-11-14 03:12:49.171373
74197,Canadian Food Inspection Agency,Breakfast Sausages,Milk,Food - Meat and poultry - Processed,2023-10-24,2023-11-14 03:12:49.171373
74466,Health Canada,Potassium Chloride 15% w/v Concentrate for Solution for Infusion,"Packaging, Product safety, Supply",Health products - Drugs,2023-10-24,2023-11-14 03:12:49.171373
73795,Transport Canada,Light Truck & Van recalled by FORD,Label,"Vehicles - SUV, Vehicles - Light Truck & Van",2023-08-24,2023-11-14 03:12:49.171373
73881,Transport Canada,Light Truck & Van recalled by FORD,Seats And Restraints,"Vehicles - Truck - Med. & H.D., Vehicles - SUV, Vehicles - Light Truck & Van",2023-08-24,2023-11-14 03:12:49.171373
74464,Health Canada,Perichlor Without Alcohol,Product quality,Health products - Drugs,2023-10-23,2023-11-14 03:12:49.171373
65199,Transport Canada,Car recalled by HYUNDAI,Engine,"Vehicles - Car, Vehicles - SUV",2023-08-23,2023-11-14 03:12:49.171373
72541,Transport Canada,Restricted-Use Vehicle recalled by POLARIS,Fuel Supply,"Vehicles - A.T.V., Vehicles - Restricted-Use Vehicle",2023-08-23,2023-11-14 03:12:49.171373
73773,Transport Canada,SUV recalled by JAGUAR,Electrical,Vehicles - SUV,2023-10-20,2023-11-14 03:12:49.171373
74457,Transport Canada,Light Truck & Van recalled by FORD,Heater And Defroster,Vehicles - Light Truck & Van,2023-10-20,2023-11-14 03:12:49.171373
